,Approval_Date,Loan,Valuation,Country,Origin,Joint,App1_Age,App2_Age,App1_G,App2_G,App1_Income,App2_Income,Property_Type,Area,Property_Age,Advance_Date
335,12/08/2022,121000,176500,0,2,0,51,,0,,20000,,2,0,82,
336,15/05/2022,188000,239900,3,1,0,32,,1,,23531,,2,0,90,
337,03/08/2024,195000,355100,0,0,1,50,56,0,1,14713,14221,2,,81,12/08/2024
338,27/06/2023,62000,157700,0,1,1,42,30,0,0,7730,12270,2,0,52,
339,18/08/2024,577000,804400,3,1,0,49,,1,,68844,,2,0,82,
340,08/05/2023,396000,473100,0,2,0,46,,1,,40923,,3,0,13,16/06/2023
341,29/06/2024,93000,143600,0,1,0,37,,1,,20000,,2,0,219,
342,06/03/2024,545000,658300,0,2,1,38,33,0,1,35466,23602,2,1,56,
343,08/04/2022,69000,101000,0,1,1,44,35,1,0,8271,11729,3,0,46,
344,09/08/2024,142000,215300,0,0,1,44,39,1,0,8811,11189,2,0,84,
345,26/08/2024,190000,561400,0,1,0,40,,1,,50774,,2,0,251,
346,27/08/2022,119000,204300,0,1,0,34,,1,,20000,,1,0,54,24/09/2022
347,09/01/2022,150000,191300,0,1,0,37,,1,,21073,,3,0,74,
348,13/08/2024,184000,326000,0,0,1,75,62,0,1,18976,25729,3,0,76,
349,09/05/2022,115000,206900,0,2,0,60,,1,,20480,,1,1,56,24/05/2022
350,29/05/2023,81000,118700,0,1,1,47,53,0,1,4544,15456,2,0,6,
351,22/08/2022,100000,210800,0,1,0,41,,1,,20000,,1,1,52,21/08/2022
352,04/09/2021,38000,90300,,1,0,35,,1,,20000,,2,0,80,
353,11/09/2021,100000,161400,0,1,0,46,,1,,20000,,2,0,39,
354,26/08/2024,470000,648600,0,1,1,45,52,1,0,39734,23390,3,0,11,
355,26/08/2022,51000,164000,0,0,0,58,,1,,20000,,3,0,,
356,26/01/2023,184000,235800,0,1,0,47,,0,,22223,,3,1,66,13/03/2023
357,26/06/2023,22000,83500,0,0,1,39,45,1,0,7433,12567,2,1,54,20/06/2023
358,18/10/2021,235000,352500,0,2,0,40,,1,,63618,,3,2,84,
359,23/08/2024,343000,598400,0,1,1,18,65,1,0,20510,45172,,1,4,
360,05/09/2021,65000,97900,0,0,0,31,,1,,20000,,2,1,0,
361,20/08/2023,93000,174800,0,1,1,70,30,0,1,8634,11366,3,0,56,
362,03/12/2023,131000,226500,0,2,0,62,,0,,20000,,2,1,54,
363,23/01/2023,121000,204400,0,1,1,31,45,1,0,6108,13892,1,0,196,
364,03/01/2022,202000,341300,0,1,1,62,51,0,1,16787,14703,2,1,49,
365,19/12/2021,136000,236000,0,2,0,61,,0,,25369,,2,0,174,
366,19/06/2022,87000,210000,0,0,0,49,,1,,20000,,1,0,11,
367,01/04/2022,94000,125100,0,1,1,68,55,0,1,6479,13521,2,1,76,
368,03/05/2022,100000,349200,2,1,0,52,,1,,32281,,2,0,71,23/04/2022
369,12/09/2021,125000,208500,0,1,0,46,,0,,23132,,1,0,173,
370,03/09/2021,144000,252400,0,2,0,43,,0,,21017,,2,2,7,25/09/2021
371,17/11/2021,173000,317500,0,1,0,39,,0,,26441,,,0,35,
372,10/01/2023,76000,102400,0,1,0,66,,1,,20000,,2,,84,
373,24/02/2024,207000,351500,0,1,0,18,,1,,47245,,2,0,87,
374,10/08/2024,126000,142300,0,1,1,48,44,1,0,6495,13505,2,,80,
375,17/11/2021,264000,584400,0,1,1,52,34,1,0,22377,33876,2,0,87,
376,07/08/2024,81000,135200,0,1,0,49,,1,,20000,,3,1,48,
377,27/02/2024,146000,208800,3,1,0,61,,0,,20000,,1,0,55,
378,28/03/2024,504000,1008600,,1,1,73,26,1,0,24234,43677,2,,218,07/05/2024
379,22/09/2022,104000,202900,0,1,1,36,57,1,0,8191,13136,1,0,227,
380,31/05/2024,486000,629700,,2,0,45,,0,,100803,,3,0,233,14/07/2024
381,07/08/2022,154000,203600,0,,1,69,33,0,1,13422,10995,1,1,55,
382,20/08/2022,174000,275500,0,0,1,56,47,0,0,13464,12675,2,1,49,
383,05/03/2023,135000,240800,0,1,0,40,,1,,20867,,2,0,74,
384,18/05/2024,107000,205500,0,1,1,23,27,0,1,8459,14604,1,0,284,
385,03/05/2022,78000,187900,0,2,0,44,,0,,20000,,2,2,175,
386,02/02/2022,350000,657700,0,2,0,56,,1,,52170,,2,2,71,
387,30/01/2022,162000,273400,0,2,0,35,,1,,21284,,3,1,31,
388,25/03/2024,18000,23100,0,0,1,47,73,0,1,9658,10342,2,0,88,
389,06/06/2024,478000,810300,,1,1,30,33,1,0,29421,39546,3,1,60,27/06/2024
390,05/08/2023,64000,203200,0,2,1,31,37,0,1,11574,13806,1,0,10,17/08/2023
391,26/02/2023,1107000,1598400,0,1,1,47,38,1,0,71270,80442,3,0,50,
392,10/08/2022,387000,528200,0,1,0,50,,1,,45195,,2,0,6,
393,20/02/2023,90000,146600,0,2,1,18,64,0,1,9568,10432,,0,17,
394,16/03/2023,99000,172000,0,1,0,50,,0,,20000,,2,0,71,07/04/2023
395,13/09/2021,169000,196500,0,1,0,44,,1,,20000,,3,1,60,
396,09/12/2023,119000,147500,0,,0,36,,1,,20000,,2,1,18,
397,31/03/2023,82000,135100,0,1,0,32,,0,,20000,,2,0,,
398,13/08/2022,563000,861900,0,1,1,49,47,0,1,59650,39952,3,0,14,
399,29/10/2023,37000,62300,0,1,0,53,,1,,20000,,2,0,49,05/11/2023
400,04/03/2022,357000,479800,3,0,1,37,34,1,0,21905,31305,2,0,16,
401,14/12/2023,101000,188500,0,2,1,56,22,1,0,12998,7002,2,,9,03/01/2024
402,12/03/2022,83000,143500,0,2,0,44,,1,,20000,,2,0,9,
403,10/07/2022,709000,1055800,0,,0,59,,0,,109082,,2,0,6,
404,07/02/2023,112000,246000,0,1,1,49,62,1,0,6770,13230,2,0,210,
405,10/05/2024,226000,407200,2,1,0,37,,0,,36200,,2,0,49,18/05/2024
406,26/02/2024,132000,209000,0,1,1,50,38,1,0,9880,10986,1,0,59,
407,15/07/2024,85000,208300,0,1,1,37,48,1,0,10217,10174,1,0,62,16/07/2024
408,24/04/2023,364000,556100,0,1,0,29,,0,,50845,,2,0,50,
409,08/04/2023,29000,46500,,2,0,26,,0,,20000,,2,0,60,
410,21/08/2023,89000,191500,0,2,1,34,50,0,1,7926,12074,3,0,83,
411,04/08/2024,160000,223600,0,2,0,70,,0,,21914,,3,1,46,
412,10/08/2022,183000,212400,0,2,0,31,,1,,20000,,3,0,240,
413,16/04/2023,33000,63900,3,1,1,59,45,0,1,11399,8601,2,0,86,04/05/2023
414,17/08/2024,25000,35500,0,1,1,34,44,0,1,8494,11506,2,0,79,
415,28/03/2022,38000,88800,,1,0,43,,1,,20000,,2,0,6,12/04/2022
416,05/09/2022,416000,497300,0,1,0,37,,1,,34397,,2,0,82,
417,17/05/2024,101000,220000,0,1,0,42,,1,,20000,,3,1,83,
418,23/10/2022,158000,199600,0,2,0,36,,1,,20656,,1,0,62,
419,12/07/2024,68000,82600,0,1,0,37,,1,,20000,,2,0,5,28/08/2024
420,16/04/2023,190000,302500,0,1,1,49,45,1,0,6117,18850,3,0,87,
421,30/07/2023,172000,328700,0,1,1,23,44,0,1,13672,20353,3,2,30,
422,19/02/2024,628000,744000,0,2,1,45,25,1,0,61788,21009,2,,233,31/03/2024
423,10/08/2022,178000,310100,0,1,1,32,29,0,1,19626,6025,3,2,15,
424,03/10/2022,348000,491400,0,1,0,18,,1,,42721,,3,0,66,
425,30/04/2024,304000,346800,0,0,0,63,,0,,30376,,2,0,41,
426,25/07/2024,130000,202800,0,2,0,19,,0,,20000,,1,1,58,
427,14/11/2023,155000,281100,0,1,1,52,46,0,1,14445,13349,2,0,9,07/12/2023
428,10/08/2023,113000,218000,,1,0,56,,1,,31050,,2,0,14,
429,28/08/2022,463000,842200,0,1,1,32,40,1,0,19696,49642,3,0,169,
430,16/02/2022,443000,588500,0,1,0,50,,0,,49910,,,0,4,
431,22/07/2022,129000,202700,0,1,0,37,,0,,22630,,0,0,77,
432,05/07/2024,87000,114000,0,1,1,66,60,0,1,12742,7258,2,0,43,11/08/2024
433,21/08/2022,255000,631800,0,1,0,57,,1,,61904,,3,,3,
434,22/11/2023,134000,204600,0,1,0,26,,1,,20000,,2,2,81,17/12/2023
435,12/09/2021,18000,35300,0,1,0,66,,0,,20000,,2,0,164,
436,14/02/2022,160000,235100,2,1,1,59,44,1,0,7537,15647,2,0,73,01/04/2022
437,30/12/2021,157000,210000,2,2,1,52,37,0,1,8389,12263,1,0,155,
438,09/09/2023,172000,266700,0,2,1,54,40,0,1,14798,5202,2,0,240,08/10/2023
439,11/09/2023,366000,445700,0,2,0,52,,0,,29226,,2,0,13,26/10/2023
440,02/05/2022,94000,229300,0,1,0,54,,0,,20000,,2,0,48,
441,12/09/2023,388000,635500,0,1,1,22,27,1,0,21670,22724,3,1,15,
442,06/09/2023,151000,242300,0,,0,49,,1,,23198,,2,2,165,
443,14/09/2023,168000,261100,0,,0,50,,1,,21762,,2,0,76,
444,26/10/2023,131000,228700,0,1,0,30,,0,,20000,,2,0,204,18/11/2023
445,01/03/2023,58000,134800,0,1,1,49,45,0,1,13852,6148,2,0,87,13/03/2023
446,30/06/2024,225000,330800,,1,0,36,,1,,22203,,2,0,74,03/08/2024
447,05/04/2022,129000,196600,0,2,1,24,63,1,0,12329,7671,0,0,70,05/05/2022
448,12/09/2021,69000,119300,0,1,0,47,,1,,20000,,2,0,172,26/09/2021
449,01/04/2023,394000,1056200,0,2,1,29,42,1,0,21546,71567,2,0,12,26/04/2023
450,01/06/2023,266000,365700,2,1,0,48,,0,,31725,,2,2,,
451,30/12/2021,225000,425000,0,1,1,20,27,1,0,13462,25626,3,0,8,
452,31/08/2023,111000,227200,0,0,0,45,,0,,20000,,3,0,214,
453,12/08/2024,32000,45100,0,1,0,46,,0,,20000,,2,0,62,
454,10/05/2024,64000,144400,0,1,1,59,43,1,0,4435,15565,2,0,55,06/06/2024
455,16/04/2023,39000,92100,2,2,0,57,,1,,20000,,,0,52,
456,08/02/2022,105000,172800,0,1,0,42,,0,,20000,,2,1,137,02/03/2022
457,03/11/2022,206000,381100,0,0,1,62,56,0,1,8518,21176,3,1,43,
458,23/11/2022,208000,365200,0,1,1,65,63,0,1,14791,13921,3,,88,24/12/2022
459,26/04/2022,109000,135400,0,2,1,30,32,1,1,10407,9593,2,2,0,
460,27/06/2022,157000,194500,0,1,0,38,,1,,20000,,0,2,91,
461,26/02/2024,188000,282500,0,0,0,50,,1,,23304,,3,0,14,
462,13/08/2023,46000,159100,0,2,0,52,,1,,20000,,2,0,,05/09/2023
463,19/11/2022,121000,205400,0,1,0,18,,1,,20000,,1,0,39,29/12/2022
464,22/04/2023,105000,149300,0,2,1,50,30,1,0,4421,15579,3,0,50,
465,16/08/2024,100000,167300,0,1,0,23,,1,,20000,,3,0,60,
466,02/09/2022,67000,112100,0,1,1,45,46,1,0,17147,2853,2,0,90,
467,19/08/2022,87000,114800,0,2,1,52,72,1,0,8903,11097,2,0,,
468,23/07/2022,90000,175000,1,1,1,44,75,1,0,13217,6783,3,1,1,27/07/2022
469,11/03/2022,237000,402400,0,1,1,46,61,1,0,12695,19245,2,1,228,14/04/2022
470,07/08/2023,116000,194400,0,1,1,39,52,0,1,5789,14211,2,0,16,
471,19/09/2021,375000,677200,0,,1,47,55,1,0,44188,21658,2,0,71,
472,08/10/2023,372000,650700,0,0,1,67,43,1,0,7735,45611,2,,77,
473,06/09/2022,105000,234000,3,0,0,26,,0,,26961,,2,0,19,
474,10/05/2023,189000,282200,0,1,1,28,73,1,0,13402,14264,3,0,87,
475,24/08/2023,93000,129500,0,2,1,27,48,0,1,10237,9763,2,0,52,19/09/2023
476,02/05/2022,204000,358100,0,1,1,73,45,1,0,15485,19850,2,0,203,09/06/2022
477,24/03/2023,159000,289800,2,1,0,39,,1,,33977,,2,1,50,
478,12/06/2024,32000,102800,0,1,1,59,36,0,1,10938,9062,2,,177,01/07/2024
479,10/08/2023,191000,299400,0,2,1,40,65,1,0,7307,13693,2,0,47,
480,03/09/2022,130000,220300,3,2,1,49,36,1,0,13175,8957,2,0,14,06/10/2022
481,19/02/2022,290000,391100,0,1,1,24,47,0,0,15184,13112,2,0,16,26/03/2022
482,28/06/2022,200000,350900,0,1,0,55,,1,,27580,,2,2,83,
483,08/08/2022,262000,294400,0,1,0,36,,1,,31393,,3,0,71,24/09/2022
484,08/08/2024,90000,399500,0,2,0,18,,0,,30360,,2,0,9,
485,30/08/2023,139000,240200,0,,0,38,,1,,24170,,3,2,78,
486,26/05/2023,55000,136400,0,0,0,49,,0,,20000,,3,1,29,
487,02/04/2024,171000,211500,2,2,0,36,,0,,20000,,1,2,0,
488,19/02/2024,188000,360000,2,1,0,60,,0,,46599,,3,1,17,
489,18/02/2022,206000,308700,0,1,1,52,43,0,1,13745,12924,3,0,17,
490,03/09/2021,167000,360500,2,1,0,57,,0,,28968,,2,0,75,
491,06/05/2024,66000,178600,1,1,0,33,,1,,20000,,3,1,6,12/04/2024
492,13/09/2022,81000,211900,1,1,1,51,41,1,0,12195,7805,1,0,74,
493,19/07/2022,118000,256100,0,1,1,35,45,1,1,10165,9835,2,0,72,
494,21/12/2023,114000,394500,0,1,0,60,,0,,30632,,2,0,14,
495,11/10/2021,147000,253400,0,0,0,18,,0,,20881,,2,0,49,
496,01/07/2022,122000,194900,0,1,1,47,57,0,1,4022,15978,0,0,89,10/08/2022
497,03/06/2023,187000,308800,0,2,0,62,,1,,26942,,2,0,89,
498,24/04/2023,75000,188100,0,1,0,55,,1,,20000,,2,0,72,
499,21/02/2023,119000,195900,0,1,1,48,48,0,1,6852,13148,0,0,53,
500,11/03/2023,122000,198900,0,2,0,53,,1,,20549,,2,0,6,
501,14/04/2024,203000,436700,0,,0,55,,1,,42116,,3,0,0,
502,04/01/2022,149000,222100,0,1,0,43,,1,,24116,,2,1,91,01/02/2022
503,22/02/2024,132000,306700,0,,0,56,,0,,20640,,2,1,59,
504,23/08/2023,110000,292400,0,1,0,42,,1,,24910,,3,0,97,10/09/2023
505,31/01/2023,80000,155200,0,1,0,59,,1,,20000,,2,0,55,
506,24/03/2023,150000,197500,2,1,1,50,46,0,1,10053,14482,2,1,12,
507,28/04/2024,470000,621700,2,1,0,35,,0,,53841,,2,0,13,
508,23/10/2022,142000,211600,0,1,1,39,42,1,0,7715,12285,2,0,179,
509,17/01/2022,305000,513900,0,1,0,75,,1,,52500,,2,0,70,08/02/2022
510,28/03/2022,67000,226700,0,,0,52,,0,,32989,,2,0,162,
511,07/08/2024,274000,500500,0,1,0,19,,0,,35315,,3,1,82,
512,15/08/2022,145000,344100,0,1,1,48,42,0,1,13458,26630,2,1,10,
513,26/06/2022,186000,230800,0,1,1,37,63,0,1,13702,6298,2,0,236,
514,24/08/2022,486000,659500,0,2,1,29,47,0,1,39509,30923,3,0,224,
515,11/09/2021,195000,394800,1,1,0,18,,1,,42565,,,0,182,02/10/2021
516,07/03/2023,50000,122700,0,1,0,41,,0,,20000,,2,0,226,31/03/2023
517,09/06/2022,458000,695400,0,1,1,40,36,1,0,27356,30695,2,0,52,28/06/2022
518,23/11/2022,189000,360400,0,1,0,54,,0,,29377,,2,0,71,
519,06/11/2022,179000,288100,0,2,1,18,22,1,0,15467,8966,2,,,
520,15/05/2022,69000,128700,0,2,1,46,43,0,1,11124,8876,2,0,15,19/05/2022
521,21/07/2023,113000,180700,0,1,0,42,,0,,20000,,2,0,90,18/08/2023
522,20/11/2021,169000,309000,0,2,0,29,,1,,21891,,2,0,,14/12/2021
523,24/02/2022,58000,85100,0,1,0,44,,1,,20000,,2,0,66,21/03/2022
524,08/04/2024,109000,207500,0,1,0,31,,0,,20000,,1,1,82,
525,06/06/2024,180000,381800,0,2,1,25,35,0,1,24962,9303,2,2,79,
526,26/04/2023,115000,272000,0,1,1,53,21,0,1,5584,19269,2,1,,
527,11/04/2024,19000,33100,0,2,0,42,,0,,20000,,2,0,80,06/05/2024
528,08/10/2022,104000,200200,0,2,1,37,52,1,0,8155,11845,1,0,81,
529,11/11/2021,35000,67000,0,,1,49,48,1,0,16267,3733,2,2,82,19/11/2021
530,28/02/2022,104000,207800,3,1,0,61,,0,,29948,,1,,216,24/03/2022
531,13/10/2022,126000,218300,0,1,0,42,,0,,23557,,3,0,39,
532,04/06/2023,126000,203000,0,1,0,30,,1,,23995,,1,0,76,
533,07/03/2022,70000,85700,1,1,0,43,,0,,20000,,2,0,170,
534,18/10/2021,113000,173200,0,0,0,33,,1,,20000,,2,1,72,
535,10/10/2021,27000,42800,0,1,0,49,,0,,20000,,2,0,176,
536,13/03/2022,116000,199000,0,1,0,35,,1,,20000,,3,0,81,
537,27/10/2022,146000,291500,0,1,0,75,,0,,22615,,3,0,5,21/11/2022
538,20/05/2023,152000,286200,0,1,0,46,,0,,36083,,2,0,39,
539,05/10/2023,128000,214000,0,1,0,25,,1,,20000,,3,2,216,
540,21/07/2023,110000,147300,0,1,0,55,,0,,20000,,2,1,,
541,12/09/2023,114000,204800,0,1,0,55,,0,,21120,,1,0,222,
542,09/06/2024,116000,174200,0,2,0,32,,0,,20237,,2,1,62,
543,27/08/2024,87000,171100,0,0,0,24,,0,,20000,,2,0,88,
544,16/03/2022,247000,322800,0,2,1,52,72,0,1,11572,25361,3,0,77,09/05/2022
545,22/08/2024,154000,206200,0,1,1,39,18,0,1,3015,16985,1,2,72,
546,04/09/2022,160000,198200,0,1,0,73,,1,,20000,,0,1,39,11/10/2022
547,30/08/2024,119000,177900,0,1,0,55,,1,,20000,,3,0,,
548,27/08/2023,149000,286800,0,1,0,56,,0,,22212,,3,2,200,
549,02/02/2023,74000,199100,0,2,0,20,,0,,20000,,0,1,6,11/02/2023
550,17/03/2024,79000,137900,0,1,1,58,31,1,0,14031,5969,2,0,3,
551,01/09/2024,234000,338500,0,2,1,56,64,1,0,30776,6052,3,2,197,
552,06/12/2022,159000,234900,0,1,1,22,42,1,0,8435,11565,2,2,6,
553,19/11/2021,170000,332600,0,1,0,47,,1,,34731,,2,1,178,
554,08/09/2021,271000,533200,0,1,1,18,37,1,0,22429,24229,3,0,33,14/09/2021
555,13/06/2023,116000,207800,1,1,0,41,,0,,27005,,1,1,82,
556,04/05/2022,123000,180600,0,1,0,75,,0,,20000,,2,0,88,
557,16/06/2022,103000,203500,0,2,0,55,,0,,20000,,2,0,212,
558,23/11/2023,158000,213100,0,1,0,33,,1,,20426,,2,1,218,04/01/2024
559,13/04/2022,162000,200900,0,1,0,32,,1,,20000,,1,1,0,
560,12/09/2023,92000,144100,0,2,1,53,58,1,0,8745,11255,2,0,62,05/10/2023
561,18/01/2024,155000,249300,0,0,0,72,,1,,20000,,2,0,235,
562,02/04/2024,301000,347600,0,1,0,47,,0,,30963,,2,0,148,29/05/2024
563,26/02/2024,256000,384600,0,1,0,55,,1,,34720,,3,1,18,23/03/2024
564,04/09/2023,154000,218900,0,1,0,54,,1,,20000,,3,0,228,
565,02/03/2024,72000,99900,1,2,0,37,,1,,20000,,2,1,67,07/04/2024
566,27/07/2022,380000,815400,2,1,0,61,,1,,76127,,3,0,190,
567,31/10/2022,86000,235000,0,1,1,49,52,1,0,12348,12647,2,1,,17/11/2022
568,28/03/2024,99000,175700,0,1,0,75,,1,,23389,,3,0,88,
569,28/07/2024,72000,211100,0,1,0,44,,0,,20000,,1,0,35,
570,02/05/2022,98000,173000,1,1,0,44,,1,,20000,,2,0,219,
571,01/09/2023,187000,329100,0,1,0,23,,0,,30876,,2,1,62,12/09/2023
572,29/05/2023,118000,283800,0,2,1,42,24,1,0,14401,7543,3,0,14,15/06/2023
573,09/07/2022,26000,51600,0,2,0,46,,1,,20000,,,2,38,
574,24/03/2023,129000,200400,0,1,0,50,,1,,22174,,0,0,6,23/04/2023
575,25/09/2023,59000,102200,0,2,0,46,,0,,20000,,,,231,
576,22/04/2024,114000,245000,0,2,0,55,,1,,20000,,2,0,4,
577,11/10/2021,371000,538700,,1,0,27,,0,,52008,,2,0,69,02/11/2021
578,18/05/2022,110000,184600,0,2,0,36,,1,,20000,,3,0,41,21/05/2022
579,08/09/2023,214000,390100,0,1,0,18,,0,,31269,,2,1,56,12/09/2023
580,05/02/2022,168000,242200,0,1,0,66,,1,,20462,,2,0,51,24/02/2022
581,25/09/2022,66000,95300,0,1,0,26,,1,,20000,,2,0,234,
582,10/10/2023,143000,213000,0,0,1,44,38,0,1,5807,14193,2,0,163,20/11/2023
583,08/03/2023,476000,919500,0,2,0,58,,1,,79926,,3,0,36,
584,22/12/2021,128000,169600,0,1,0,18,,0,,20000,,2,0,84,
585,01/03/2024,103000,193000,0,1,0,40,,0,,20000,,0,0,13,
586,18/08/2022,190000,700100,0,1,1,56,22,0,1,33443,33000,2,1,49,10/08/2022
587,03/04/2022,280000,565000,0,,0,45,,0,,41779,,,0,89,
588,07/03/2024,91000,212600,0,2,1,54,51,1,0,10437,9563,1,0,85,
589,06/12/2023,78000,235400,0,1,1,65,23,1,0,13545,10175,,0,14,
590,17/07/2023,282000,419600,,1,0,47,,0,,39467,,2,0,87,
591,16/09/2021,109000,205700,0,2,1,38,29,0,1,13431,9954,1,0,89,
592,27/11/2023,148000,202300,0,0,0,60,,0,,22338,,0,0,66,
593,09/02/2022,68000,126400,0,2,0,24,,0,,20000,,2,0,80,
594,24/02/2024,162000,284900,0,2,0,53,,0,,30861,,2,0,190,
595,10/03/2023,359000,446500,0,1,0,46,,1,,33574,,,0,69,
596,02/10/2023,304000,414000,0,1,1,28,33,1,0,19211,14722,2,1,,
597,13/10/2022,332000,783400,0,2,0,18,,1,,60112,,2,0,7,
598,26/02/2023,76000,113700,0,1,1,53,18,0,0,7823,12177,2,0,184,
599,13/08/2023,100000,278800,0,1,1,36,69,0,1,10925,12472,2,1,8,
600,30/12/2021,69000,133000,0,2,0,46,,1,,20000,,2,1,184,
601,16/03/2024,291000,535600,3,2,0,42,,1,,53060,,3,0,191,
602,16/09/2021,154000,197400,0,0,1,51,18,0,1,6789,13211,0,1,236,
603,30/01/2022,173000,400700,0,2,0,68,,0,,28956,,2,1,47,17/02/2022
604,03/05/2022,442000,880700,0,1,0,18,,1,,60047,,2,0,164,
605,03/04/2024,68000,123400,0,1,0,50,,1,,20000,,2,0,55,22/04/2024
606,05/06/2023,149000,209800,0,2,0,28,,0,,21919,,1,1,137,
607,27/04/2023,158000,209900,0,0,1,56,49,1,0,7253,12904,1,0,,
608,27/08/2022,182000,303400,0,1,1,59,41,1,0,16864,10028,3,0,94,26/09/2022
609,29/12/2021,155000,247900,0,2,1,62,41,1,0,4726,18267,3,0,89,
610,07/09/2021,60000,210300,0,0,0,47,,1,,20000,,3,0,166,26/08/2021
611,05/07/2024,168000,289700,0,1,1,50,64,0,1,24381,9597,3,0,17,
612,07/02/2024,1044000,1192000,0,,0,33,,0,,147138,,3,0,89,
613,18/10/2021,290000,626700,1,2,1,37,53,1,0,40749,36355,3,1,57,04/11/2021
614,07/09/2021,406000,571600,0,2,0,56,,0,,77664,,3,0,84,
615,17/08/2023,295000,417000,0,1,1,33,35,1,0,24183,29473,3,2,6,
616,08/03/2024,79000,244700,0,1,0,45,,0,,20000,,2,0,80,
617,26/06/2022,174000,198400,0,2,1,22,44,1,1,9618,10382,2,0,200,
618,21/10/2022,169000,317800,0,1,0,68,,1,,42875,,3,0,90,
619,20/11/2021,118000,290600,0,1,0,75,,1,,28494,,3,0,169,
620,30/09/2023,191000,294600,0,1,0,43,,1,,23672,,2,1,221,
621,09/12/2022,139000,249700,0,1,1,56,43,0,1,10985,10807,2,2,251,
622,03/09/2023,411000,519400,0,1,1,52,34,1,0,41735,8923,2,0,52,03/10/2023
623,06/09/2022,81000,131000,2,1,1,28,49,1,0,11825,8895,2,2,135,
624,09/07/2024,133000,208500,,1,0,28,,1,,20420,,2,0,54,
625,28/08/2022,171000,197500,0,2,1,52,39,0,0,11386,8614,3,0,49,17/10/2022
626,24/07/2023,111000,268800,0,1,0,59,,0,,21694,,2,1,227,
627,20/07/2022,39000,170600,0,2,0,61,,1,,20000,,2,1,16,
628,11/09/2023,290000,400600,0,2,0,40,,1,,48350,,2,0,151,
629,04/11/2021,287000,705500,0,,1,31,37,1,0,40017,37014,2,0,243,
630,15/06/2022,156000,283700,0,1,1,36,40,0,1,10634,13758,2,0,11,
631,18/02/2022,484000,703300,3,1,0,34,,0,,60205,,2,0,12,
632,05/09/2022,72000,196200,0,1,0,46,,0,,20000,,0,,60,
633,18/08/2022,194000,337600,0,0,1,59,55,0,1,8385,28171,,0,,
634,26/02/2024,299000,469000,0,2,0,67,,0,,48900,,2,0,73,
635,12/01/2023,26000,43600,0,2,1,32,36,1,0,11864,8136,2,0,236,
636,23/07/2023,65000,116000,2,1,0,43,,0,,20000,,2,0,75,
637,31/07/2022,41000,208000,0,1,1,67,35,0,1,12260,7740,1,0,68,16/07/2022
638,11/09/2023,187000,367700,0,1,0,66,,1,,28180,,3,0,82,04/10/2023
639,23/06/2023,378000,577200,1,2,1,57,62,0,1,27961,35988,2,0,57,
640,22/03/2024,119000,186500,0,1,1,26,41,0,0,6028,13972,2,0,79,27/04/2024
641,16/12/2021,77000,110400,0,2,1,26,23,0,1,8560,11440,2,2,96,
642,02/03/2022,276000,376500,3,1,1,18,52,0,1,22449,13865,3,0,32,24/03/2022
643,14/04/2023,105000,204900,0,1,1,35,65,0,1,10251,9749,2,0,84,18/05/2023
644,23/06/2022,148000,238600,0,,1,48,63,1,0,7787,12213,2,0,204,16/07/2022
645,06/09/2022,128000,195900,0,2,1,59,70,0,1,9583,12984,1,0,71,
646,29/08/2023,82000,149900,0,1,0,68,,0,,20000,,2,,53,
647,04/09/2023,108000,198300,0,0,0,32,,1,,20000,,0,0,75,06/09/2023
648,02/06/2022,125000,265100,0,2,1,39,36,1,0,12589,9960,2,0,78,
649,07/08/2022,70000,199900,1,,1,43,32,0,1,14704,5296,0,,9,
650,15/08/2024,50000,160400,0,1,0,54,,0,,20000,,3,0,194,
651,22/05/2024,133000,264200,0,1,0,53,,0,,21029,,2,0,79,
652,10/06/2023,42000,84400,3,1,0,57,,1,,20000,,2,0,75,22/06/2023
653,16/09/2022,308000,606600,,1,1,68,44,0,1,36428,7496,2,0,49,
654,25/03/2023,138000,211900,0,1,0,33,,0,,20000,,2,0,17,20/04/2023
655,17/02/2022,292000,588300,0,1,1,31,43,0,1,17471,43455,3,0,88,28/02/2022
656,01/08/2022,210000,374300,0,2,1,18,52,0,1,21826,11229,2,1,8,
657,09/07/2024,96000,216600,0,2,1,26,53,0,0,5762,18459,2,0,182,
658,11/07/2023,217000,239600,0,1,1,27,43,1,1,11644,10042,2,1,15,
659,12/02/2023,310000,472100,0,2,0,62,,1,,42788,,3,0,62,01/03/2023
660,07/08/2024,240000,409500,0,2,0,60,,0,,34330,,3,0,74,
661,16/06/2023,87000,148900,0,1,0,57,,0,,20000,,2,0,218,28/07/2023
662,15/08/2024,87000,130300,2,2,1,52,18,1,0,10676,9324,2,0,16,
663,02/06/2022,388000,699100,0,1,0,51,,1,,55116,,3,0,5,
664,13/12/2023,425000,708500,0,1,0,64,,1,,67571,,3,0,199,19/01/2024
665,31/10/2022,101000,182400,0,1,1,37,34,0,1,12395,7605,2,0,81,
666,30/03/2022,112000,153200,0,2,1,43,53,0,1,12471,7529,2,1,9,
667,16/12/2021,129000,189800,0,1,0,72,,0,,20000,,0,0,35,
668,18/01/2024,92000,205100,0,1,0,43,,0,,20114,,1,0,75,
669,02/10/2021,152000,246500,2,1,0,63,,0,,22354,,2,0,30,12/10/2021
670,19/03/2024,261000,335900,0,1,1,38,60,0,1,16514,7217,2,0,33,
671,30/03/2023,50000,117300,1,1,0,39,,1,,20000,,2,0,16,
